brand,menu,star,review
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 L/1(떡볶이맛선택(매운맛)),진짜치즈떡볶이 M/1(떡볶이맛선택(매운맛))",5,모처럼 시켜서 맛있게 잘 먹었습니다
돈까스퐁당떡볶이공수간-구의점,"중국당면떡볶이M/1(음료추가(쿨피스 930ml),곁들임추가(순대))",5,"맛나게 먹었어요 ㅎ 
식혜도 잘먹었구요 
다만 당면이 안익어와서서로 붙어있구
그래서 못먹었어요 ㅠ"
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(기본맛),음료추가(쿨피스 930ml),곁들임추가(튀김만두（5）,꼬마김말이（5）,순대))",5,딱 맛있고 튀김도 젛아여 ㅎㅎ
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 3단찬합A（떡튀순음료）/1(떡볶이맛선택(기본맛),순대변경(변경없음（순대）),음료선택(스프라이트 500ml),돈까스 선택(변경없음（기본돈까스）))",5,짠맛 빼곤 잘먹었습니다
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 3단찬합A（떡튀순음료）/1(떡볶이맛선택(기본맛),순대변경(변경없음（순대）),음료선택(쿨피스 930ml),곁들임추가(튀김만두（5）),돈까스 선택(변경없음（기본돈까스）))",5,맛있어요~~!재주문각입니다
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(매운맛),곁들임추가(꼬마김말이（5）,순대,어묵튀김（4）))",5,맛있게 잘 먹었습니다
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 3단찬합A（떡튀순음료）/1(떡볶이맛선택(기본맛),순대변경(변경없음（순대）),음료선택(콜라 500ml),돈까스 선택(변경없음（기본돈까스）))",5,신속하고정확하고맛있어요
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 3단찬합A（떡튀순음료）/1(떡볶이맛선택(기본맛),순대변경(변경없음（순대）),음료선택(쿨피스 930ml),돈까스 선택(변경없음（기본돈까스）))",5,떡볶이 국물이 부담없이 매콤해서 맛있읍니다!
돈까스퐁당떡볶이공수간-구의점,"진짜치즈떡볶이 M/1(떡볶이맛선택(기본맛)),순대/1,꼬마김말이（5）/1",5,분식땡길때 자주 시키는곳 ㅎ
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 3단찬합A（떡튀순음료）/1(떡볶이맛선택(기본맛),순대변경(변경없음（순대）),음료선택(쿨피스 930ml),돈까스 선택(치즈등심돈까스))",5,맛있어요.
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 3단찬합A（떡튀순음료）/1(떡볶이맛선택(기본맛),순대변경(변경없음（순대）),음료선택(쿨피스 930ml),돈까스 선택(변경없음（기본돈까스）))",5,맛잇게 잘 먹엇습니다~~
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 3단찬합B（떡튀밥음료）/1(떡볶이맛선택(기본맛),토핑밥선택(토핑밥_참치마요밥),음료선택(쿨피스 930ml),돈까스 선택(변경없음（기본돈까스）))",5,"*유명 브랜드 떡볶이보다 나은 점 : 자극적이지 않고 MSG맛이 강하지 않아요. 포장보며 대접받는 기분이 들어요. 젓가락이 일반젓가락 보다 길어 먹기 편함.
돈가스 양은 사진보다 적어 보입니다.
*참치마요: 고딩 아들 입맛엔 참기름을 덜 넣으면 좋겠다고 함. 엄마 입맛엔 딱 좋음
*쿨피스가 좀 더 차면 좋을것 같아요. 떡복이랑 한 봉투 안에 붙은 상태로 배달중 미지근해진 것으로 예상 **재주문 의사 있음** 맛있어요! 더욱 번창하세요!"
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(매운맛),곁들임추가(한통가득 통등심돈까스&튀김))",5,튀김이 맛있었어요.ㅎㅎ 떡볶이 찍어먹으니 개꿀맛ㅎㅎ
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 2단찬합（떡튀음료）/1(떡볶이맛선택(기본맛),음료선택(콜라 500ml),곁들임추가(어묵튀김（4）),돈까스 선택(변경없음（기본돈까스）))",5,맛있어요
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 2단찬합（떡튀음료）/1(떡볶이맛선택(매운맛),음료선택(쿨피스 930ml),곁들임추가(꼬마핫도그（4）),돈까스 선택(변경없음（기본돈까스）))",5,양이 진짜 많았어요 배터질뻔!!
돈까스퐁당떡볶이공수간-구의점,"진짜치즈떡볶이 L/1(떡볶이맛선택(기본맛),곁들임추가(꼬마핫도그（4）))",5,맛잇게먹엇습니다.ㅎㅎ
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(기본맛),곁들임추가(참치마요밥,한통가득 통등심돈까스&튀김,오다리가라아게))",5,"튀김들 맛이 좋습니다
모듬에서 돈까스 줄이고 튀김 늘리면 더좋을듯
떡볶이는 너무맵지않고 인공적인맛 없어서 훌륭
배달은 음식점 출발후 30분넘게 걸린거를 보면
여러군데 거쳐오는 한계가 존재...
잘먹었습니다"
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(기본맛)),한통가득 통등심돈까스&튀김/1(돈까스 선택(변경없음（기본돈까스）))",5,양도 많고 맛있었어요
돈까스퐁당떡볶이공수간-구의점,"돈까스퐁당 비빔쫄면/1,꼬마김말이（5）/1",5,오랜만에 맛있게 먹었어요~^^
돈까스퐁당떡볶이공수간-구의점,중국당면떡볶이M/1(곁들임추가(한통가득 통등심돈까스&튀김)),5,나쁘지 않았어요 떡볶이보단 튀김이좋았어요
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(기본맛),곁들임추가(한통가득 통등심돈까스&튀김))",5,맛이네요. 배달도 빠르고
돈까스퐁당떡볶이공수간-구의점,"대창떡볶이/1(떡볶이맛선택(기본맛),곁들임추가(한통가득 통등심돈까스&튀김,진짜치즈（100g）))",5,"양 많아요~유후

대창떡볶이 시켰는데 
중국당면 토핑 선택할 수 있음 좋겠어요 ㅋㅋ
오뎅도 전 원래 안좋아하는데.
부드럽게 맛있네요!"
돈까스퐁당떡볶이공수간-구의점,"진짜치즈떡볶이 M/1(떡볶이맛선택(기본맛),곁들임추가(참치마요밥)),돈까스퐁당 비빔쫄면/1",5,돈까스 맛있어용 잘 먹었습니당
돈까스퐁당떡볶이공수간-구의점,"진짜치즈떡볶이 M/1(떡볶이맛선택(기본맛),곁들임추가(꼬마핫도그（4）)),꼬마김말이（5）/1,쿨피스 930ml/1",5,넘 맛있어여 ㅠㅠㅠㅠㅠ 존맛 ✌️✌️
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 2단찬합（떡튀음료）/1(떡볶이맛선택(기본맛),음료선택(콜라 500ml),돈까스 선택(변경없음（기본돈까스）))",5,맛있게 잘 먹었습니다
돈까스퐁당떡볶이공수간-구의점,"진짜치즈떡볶이 M/1(떡볶이맛선택(기본맛)),순대/1,꼬마김말이（5）/1",5,맛있어요~ 식혜랑 같이 먹으니 잘어울려요~
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(매운맛),곁들임추가(한통가득 통등심돈까스&튀김))",5,맛있게먹었어요
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(기본맛)),오다리가라아게/1,새우가라아게（6）/1",5,"모든것이 다 조화롭게  밋나네요~~~
게 눈 감추듯 정말 맛있게 먹었어요!!!
100점 만점에 100저 엄지척입니다!!!!"
돈까스퐁당떡볶이공수간-구의점,"진짜치즈떡볶이 M/1(떡볶이맛선택(기본맛)),돈까스퐁당 비빔쫄면/1,멘보샤/1,토핑밥_참치마요밥/1,쿨피스 930ml/1",4,쫄면에 양념이 좀 부족했어요
돈까스퐁당떡볶이공수간-구의점,중국당면떡볶이L/1(곁들임추가(꼬마김말이（5）)),5,중국당면 엄청 많이 넣어주셔서 놀랐어요 당면맛에 떡볶이먹는 사람으로서 너무 맛있게 머것습니다 요청사항도 잘 들어주셔서 감사해욜
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 L/1(떡볶이맛선택(기본맛)),새우가라아게（6）/1",5,떡이 쫄깃쫄깃~맛있게 잘먹었습니다~^^
돈까스퐁당떡볶이공수간-구의점,"진짜치즈떡볶이 L/1(떡볶이맛선택(매운맛)),콜라 500ml¸/1",5,양이좀작긴해도 맛있어요!!떡도쫄깃하고 국물도 맛있어요!!
돈까스퐁당떡볶이공수간-구의점,중국당면떡볶이L/1(곁들임추가(꼬마핫도그（4）)),3,맛이 왜 이렇게 달라졌는지 모르겠네요 ㅜ
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 3단찬합A（떡튀순음료）/1(떡볶이맛선택(기본맛),순대변경(변경없음（순대）),음료선택(쿨피스 930ml),돈까스 선택(변경없음（기본돈까스）))",5,양도 괜찮고 떡볶이 학교앞 떡볶이처럼 맛이 약간 그리운 맛이었어요 좋아용♡
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 3단찬합A（떡튀순음료）/1(떡볶이맛선택(기본맛),순대변경(변경없음（순대）),음료선택(쿨피스 930ml),곁들임추가(튀김만두（5）,꼬마김말이（5）),돈까스 선택(변경없음（기본돈까스）))",5,포장도 깔끔했고 튀김도 눅눅하지 않고 떡볶이도 적당히 매콤해서 가격 대비 정말 만족스럽게 먹었습니다
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 L/1(떡볶이맛선택(기본맛)),순대/1,꼬마김말이（5）/1",5,배달이 빨라요~~~
돈까스퐁당떡볶이공수간-구의점,"진짜치즈떡볶이 M/1(떡볶이맛선택(매운맛),곁들임추가(한통가득 통등심돈까스&튀김))",4,떡볶이 맛이 짱ㅇㅇ
돈까스퐁당떡볶이공수간-구의점,"진짜치즈떡볶이 M/1(떡볶이맛선택(기본맛)),돈까스퐁당 비빔쫄면/1",5,돈까스도 두껍고 맛있네요
돈까스퐁당떡볶이공수간-구의점,"대창떡볶이/1(떡볶이맛선택(기본맛),곁들임추가(새우가라아게（6）))",4,맛있게 잘 먹었습니다
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(매운맛),곁들임추가(한통가득 통등심돈까스&튀김))",5,"정말 맛잇게 잘먹었습니다.
자주시킬께요"
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 3단찬합A（떡튀순음료）/1(떡볶이맛선택(기본맛),순대변경(변경없음（순대）),음료선택(쿨피스 930ml),돈까스 선택(변경없음（기본돈까스）))",5,신속하고정확해요~맛은기본입니다^^
돈까스퐁당떡볶이공수간-구의점,"중국당면떡볶이M/1(곁들임추가(꼬마핫도그（4）,새우가라아게（6）)),돈까스퐁당 비빔쫄면/1",5,쫄면도 맛있고 떡볶이도 맛있고 돈가스도 맛있어영
돈까스퐁당떡볶이공수간-구의점,진짜치즈떡볶이 L/1(떡볶이맛선택(매운맛)),5,최고입니다~!!!!
돈까스퐁당떡볶이공수간-구의점,"진짜치즈떡볶이 M/1(떡볶이맛선택(기본맛),곁들임추가(꼬마핫도그（4）,순대))",4,"배달 도착하고 시간 조금 지나서 먹었는데도 따끈말랑 맛있었어요. 치즈는 좀 굳었었지만.
점심 때 다 못먹어서 저녁 때도 먹었는데 오븐 세이프 용기라서 돌려먹으니 치즈가 살아남! 점심때도 돌려먹을걸 그랬어요. 
국물이 너무 짜서 자극적이고 어묵에서 약간 비린맛이 나서 별 하나 뺐어요!"
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 2단찬합（떡튀음료）/1(떡볶이맛선택(기본맛),음료선택(쿨피스 930ml),돈까스 선택(변경없음（기본돈까스）))",5,"맛있습니다. 만두가 딱딱한거 빼곤, 국물에 넣어놓고 마지막에 먹으니깐 부드러워졌어요."
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 L/1(떡볶이맛선택(기본맛),곁들임추가(새우가라아게（6）))",5,양이 많았고 새우튀김도 너무 맛있었어요
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 3단찬합A（떡튀순음료）/1(떡볶이맛선택(기본맛),순대변경(변경없음（순대）),음료선택(콜라 500ml),곁들임추가(새우가라아게（6）,멘보샤),돈까스 선택(변경없음（기본돈까스）))",3,국물떡볶이 맛은 있었으나 양이 너무 적었어요. 배달 빠른 편이었고 포장 상태도 양호했습니다.
돈까스퐁당떡볶이공수간-구의점,"돈까스퐁당 비빔쫄면/1,토핑밥_깍두기밥/1",4,"배달은 엄청빨랐습니다 제가원하던 야채듬뿍쫄면은아니였지만
맛있었고 자극적이지않게먹을수있었고 돈가스소스도맛있음
근데 깍두기볶음밥양이 너무아쉬웠네용 토핑밥인이유가있는듯"
돈까스퐁당떡볶이공수간-구의점,"돈까스퐁당 비빔쫄면/1,토핑밥_깍두기밥/1",5,"어제늦밤에시키고이제야남기네ㅜㅜ
몸이정말안좋았는데 맛나게잘먹었어요.^^ 배달도빨라와주시고정말친절하시고참기분좋고여러모로 참좋았습니다.매일매일은 이용못해도 자주이용하고싶어요.^^넘감사요~"
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 3단찬합B（떡튀밥음료）/1(떡볶이맛선택(매운맛),토핑밥선택(토핑밥_참치마요밥),음료선택(쿨피스 930ml),돈까스 선택(치즈등심돈까스))",5,맛있어요.
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 L/1(떡볶이맛선택(기본맛)),치즈떡 | 4단찬합（떡튀순밥음료）/1(떡볶이맛선택(기본맛),순대변경(변경없음（순대）),토핑밥선택(토핑밥_참치마요밥),음료선택(콜라 500ml),돈까스 선택(변경없음（기본돈까스）)),토핑밥_참치마요밥/1",5,"마이쩡 마이쩡~~
떡볶이가 쫄깃쫄깃 해요~~"
돈까스퐁당떡볶이공수간-구의점,"당면떡 | 2단찬합（떡튀음료）/1(음료선택(콜라 500ml),곁들임추가(꼬마핫도그（4）),돈까스 선택(변경없음（기본돈까스）))",4,"국물이 조금 더 있었으면 좋겠어요!
맛은 보장합니다:) 추가로 시킨 미니 핫도그는 별미!"
돈까스퐁당떡볶이공수간-구의점,"돈까스퐁당 비빔쫄면/1,튀김만두（5）/1",5,포장도 깔끔하고 맛있게 잘 먹었어요! 배달이 조금 늦어졌지만 기다린 보람이 있습니다. 번창하세요!!
돈까스퐁당떡볶이공수간-구의점,"돈까스퐁당 비빔쫄면/1,새우가라아게（6）/1",5,맛있습니다. 돈가스 쫄면 새우튀김
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(기본맛),음료추가(콜라 1.25L¸¸),곁들임추가(순대,한통가득 통등심돈까스&튀김))",5,배달고 빠르고 맛있어요
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 3단찬합B（떡튀밥음료）/1(떡볶이맛선택(기본맛),토핑밥선택(토핑밥_참치마요밥),음료선택(쿨피스 930ml),돈까스 선택(변경없음（기본돈까스）))",5,맛있고 배달도 빨라요 ^^
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(기본맛),곁들임추가(한통가득 통등심돈까스&튀김))",5,치즈 없는 게 더 맛있어요! 튀김은 오늘도 굿
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(기본맛)),새우가라아게（6）/1,토핑밥_참치마요밥/1",5,밥도 너무 맛있고 잘 먹었습니다~
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(매운맛)),돈까스퐁당 비빔쫄면/1",5,"돈가스 바삭하고 맛있는데 소스가 좀 적어요.
쫄면은 야채가 너무 적습니다.계란도 없네요
맵기도 좀 더 많이 매워 야할듯합니다."
돈까스퐁당떡볶이공수간-구의점,"진짜치즈떡볶이 M/1(떡볶이맛선택(기본맛),곁들임추가(한통가득 통등심돈까스&튀김))",5,양도 딱이고 맛있었어요! 돈가스는 옛날에 엄마가 튀겨준 돈가스 맛ㅜㅜ 잘먹었습니다
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 2단찬합（떡튀음료）/1(떡볶이맛선택(기본맛),음료선택(콜라 500ml),돈까스 선택(치즈등심돈까스))",5,"남편이 뭐 먹는거 찍은 적 처음이에요ㅋㅋㅋㅋㅋ
리뷰는 남사시렵다고 저보고 올려달라네요!
혼자 시켜먹었길애 맛있었냐 물으니 맛있었데요~
저도 다음에 혼자?시켜먹어보겠습니당"
돈까스퐁당떡볶이공수간-구의점,"중국당면떡볶이M/2,꼬마김말이（5）/1",5,왜 이렇게 맛있나요?! 쌀떡이고 중국당면도 짱
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(기본맛),음료추가(콜라 1.25L¸¸),곁들임추가(참치마요밥))",5,"맛있게 먹었습니다!!
감사합니다:)"
돈까스퐁당떡볶이공수간-구의점,"진짜치즈떡볶이 M/1(떡볶이맛선택(기본맛),곁들임추가(참치마요밥,튀김만두（5）,꼬마핫도그（4）,꼬마김말이（5）))",5,제가 좋아하는 떡볶이에용 마요밥도 맛잇고 서비스 계란찜도 감사합니당
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(기본맛)),꼬마김말이（5）/1,튀김만두（5）/1,토핑밥_참치마요밥/1",5,여러가지 시켜봤는데 맛나네요
돈까스퐁당떡볶이공수간-구의점,"중국당면떡볶이M/1(곁들임추가(꼬마김말이（5）,순대))",5,항상 맛있게 잘 먹고 있습니다. :)
돈까스퐁당떡볶이공수간-구의점,"국물떡 | 2단찬합（떡튀음료）/1(떡볶이맛선택(기본맛),음료선택(콜라 500ml),돈까스 선택(변경없음（기본돈까스）))",5,"포장이 고급스럽게오고 식탁보처럼 쓸수있어서 좋았어요
떡은 자체로 달달한 맛이나서 좋았구요 떡볶이 양념도 맛나네요 튀김도 다양하게 많았어요 특히 돈까스는 아주 컸어요"
돈까스퐁당떡볶이공수간-구의점,"중국당면떡볶이M/1(곁들임추가(꼬마김말이（5）,멘보샤))",4,맛은평범했고 배달 빨랐습니다
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(매운맛)),새우가라아게（6）/1,꼬마김말이（5）/1,어묵튀김（4）/1",5,깔끔하고 맛있습니다. 떡볶이는 식어서 전자렌지 돌려야 맛있네요.
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(기본맛),음료추가(콜라 1.25L¸¸),곁들임추가(순대))",3,"국뭏떡볶이는 맛은 괜찮은데 양이 1인분이라기엔 부족하네요.
순대는 딱딱한 뭔가가 씹혀서 뱉어내며 먹느라 애먹었네요.좀 쓴맛도 나구요.
기회되면 다음에는 떡볶이만 먹어야겠어요."
돈까스퐁당떡볶이공수간-구의점,"치즈떡 | 3단찬합A（떡튀순음료）/1(떡볶이맛선택(기본맛),순대변경(변경없음（순대）),음료선택(콜라 500ml),돈까스 선택(변경없음（기본돈까스）))",5,"두명이 먹기에 너무 많지 않을까 했는데
딱 배부르게 잘 먹었습니다!"
돈까스퐁당떡볶이공수간-구의점,"진짜치즈떡볶이 M/1(떡볶이맛선택(매운맛),곁들임추가(튀김만두（5）,순대))",5,맛있어요!!! 처음 시켜봤는데 정말 맛있네요!
돈까스퐁당떡볶이공수간-구의점,중국당면떡볶이L/1(곁들임추가(꼬마김말이（5）)),5,자극적이지 않고 맛있어서 계속 들어가는 맛이네요 맛있었습니다!
돈까스퐁당떡볶이공수간-구의점,"국물떡볶이 M/1(떡볶이맛선택(기본맛)),오다리가라아게/1,새우가라아게（6）/1",5,맛있어요 너무나도 강추
육회한연어-건대점,연어초밥（6pcs）＋육회초밥（6pcs）/1,5,오늘따라 연어가 쫄깃하네요 부위가다른가? 난 부드러운쪽이 좋지만
육회한연어-건대점,혼술세트6/1(추가선택(참치 3pcs추가)),5,"여기가 그어느곳보다 제일인듯. 아무리봐도.
늘잘먹고있습니다~^^ 늘생각납니다ㅜㅜ"
육회한연어-건대점,"혼밥세트 1/1(메뉴 선택(연어초밥2pcs,육회초밥2pcs,초새우초밥2pcs)),혼술세트1/1",5,맛이게 잘 먹었어요
육회한연어-건대점,혼술세트1/1,5,맛있게 잘먹었습니다.
육회한연어-건대점,혼술세트1/1,5,최고의 맛집.. 소스들도 맛잇고 굿
육회한연어-건대점,"혼밥세트 1/1(메뉴 선택(연어초밥3pcs,육회초밥3pcs),사이드 추가선택(주먹밥))",5,아 진짜 맛있게 잘먹었습니다! 육회 초밥진짜 맛있네요 무국도 너무 맛있게 잘먹었습니당
육회한연어-건대점,육회혼술세트 /1(메뉴 선택(육회90g ＋ 불육회90g)),5,최고 입니다. 와인이랑 잘 어울리네요
육회한연어-건대점,연어초밥（6pcs）＋육회초밥（6pcs）/1,5,맛잇게 잘 먹엇습니다
육회한연어-건대점,"혼밥세트 1/1(메뉴 선택(연어초밥3pcs,육회초밥3pcs))",5,맛있고 가성비도 좋습니다. 김치전 서비스도 잘 먹었습니다.
육회한연어-건대점,"연어초밥（6pcs）＋육회초밥（6pcs）/1,육회 180g/1",5,평범한 맛입니다 괜찮아요
육회한연어-건대점,육회혼술세트/1(메뉴 선택(육회90g ＋ 고추장육회90g)),4,비록 혼술세트지만 양이 조금 아쉬워요
육회한연어-건대점,"육회비빔밥/1,생연어초밥（6pcs）/1",5,맛있게 잘먹었습니다～
육회한연어-건대점,"육회（180g）＋불육회（180g）/1,공기밥/1",5,맛있게 잘먹었습니다.
육회한연어-건대점,타코와사비 육회 180g/1(사이드 추가선택(무국추가)),5,사진이 좀 못나왔네여 맛있게 잘 먹었습니다
육회한연어-건대점,육회혼술세트 /1(메뉴 선택(육회90g ＋ 육회90g)),5,"육회 그만먹어...
그게 뭔데.
육회 그만 먹으라고
그거 어떻게 하는건데...."
육회한연어-건대점,"혼밥세트 2/1(메뉴 선택(연어초밥3pcs,육회초밥3pcs))",5,"처음 시켜먹어봤는데 맛도 있고 양도 적당하고 좋았어요
여길 진작 알았어야 했는데.."
육회한연어-건대점,"혼밥세트 1/2(메뉴 선택(연어초밥3pcs,육회초밥3pcs)),생연어초밥（6pcs）/1",5,맛있어요 ㅎㅎ 굿굿
육회한연어-건대점,혼밥세트 2/1(메뉴 선택(연어초밥6pcs)),5,맛있게 잘 먹었어용 양도 많구 김치전도 맛있어용
육회한연어-건대점,혼술세트1/1,5,맛있게잘먹었어요~~
육회한연어-건대점,육회 180g/1(추가선택(육회 100g추가)),5,맛있게먹었습니다아앗
육회한연어-건대점,"꼬마육회비빔밥/1,연어초밥（6pcs）＋육회초밥（6pcs）/1(사이드 추가선택(주먹밥))",5,맛있게 잘 먹었습니다
육회한연어-건대점,육회혼술세트 /1(메뉴 선택(육회90g ＋ 고추장육회90g)),1,ᆢㆍㆍㆍㆍᆢ ㆍ ㆍㆍ ㆍㆍ
육회한연어-건대점,타코와사비 육회 180g/1,5,좋아요……………….
육회한연어-건대점,"혼밥세트 1/1(메뉴 선택(연어초밥3pcs,육회초밥3pcs))",5,새벽엔 늘 육회연어
육회한연어-건대점,육회 180g/1(추가선택(육회 100g추가)),4,"배달 잘못와서 1시간 40분걸렷는데
맛잇어서 화풀렷네요ㅡㅡ 제대로 배달해주세요 ㅡㅡ"
육회한연어-건대점,육회＋연어＋육사시미/1,5,육회 너무맛있게 잘먹었어요~!!
육회한연어-건대점,혼술세트5/1(덮밥 선택(꼬마연어덮밥)),5,늦은시간까지 영업해서 좋습니다. 맛도 좋습니다.
육회한연어-건대점,"육회 180g/1(추가선택(육회 100g추가)),무국추가/5",5,맛있게 넘 잘 먹었어용 빨라요
육회한연어-건대점,혼술세트1/1,5,육회 너무 맛있어요ㅠㅠ 다른데서 먹어봐도 여기 육회가 최고에요!!
육회한연어-건대점,혼술세트5/1(덮밥 선택(꼬마육회덮밥)),5,항상맛있고 좋습니다! 굿굿
육회한연어-건대점,혼술세트5/1(덮밥 선택(꼬마육회덮밥)),5,늘 맛있게 먹고 있어요! 비빔밥 양념장도 굳굳
육회한연어-건대점,"혼밥세트 2/1(메뉴 선택(연어초밥2pcs,육회초밥2pcs,초새우초밥2pcs))",5,너무 맛있게 먹었습니다
육회한연어-건대점,"혼술세트11/1(사이드 추가선택(무국추가,날치알주먹밥)),테라 500mL/1",5,맛도괜찮고 양도괜찮네요
육회한연어-건대점,혼술세트1/1,5,맛있어요~~~!😻😻😻
육회한연어-건대점,혼술세트1/2,5,최고에요!!!!!!!!@@!!
육회한연어-건대점,"혼술세트1/1(추가선택(육회 50g추가,연어 3pcs추가))",5,맛있게 잘먹었습니다 깔끔하네욥
육회한연어-건대점,육회 180g/1(추가선택(육회 100g추가)),5,맛있어요 양념이좋음 ㅋㅋ
육회한연어-건대점,"혼밥세트 1/1(메뉴 선택(연어초밥3pcs,육회초밥3pcs))",5,맛있어서 또 시켰어용
육회한연어-건대점,"혼밥세트 1/1(메뉴 선택(연어초밥3pcs,육회초밥3pcs)),혼밥세트 2/2(메뉴 선택(연어초밥3pcs,육회초밥3pcs))",5,맛있어요 ㅎㅎ 잘먹었습니다
육회한연어-건대점,혼밥세트 2/1(메뉴 선택(연어초밥6pcs)),5,자주 시켜먹는데 혼자 먹기 좋아요 김치전도 맛나용
육회한연어-건대점,"혼밥세트 2/1(메뉴 선택(연어초밥2pcs,육회초밥2pcs,초새우초밥2pcs))",5,존맛입니다 ㄹㅇ로....
육회한연어-건대점,혼밥세트 2/1(메뉴 선택(연어초밥6pcs)),5,"연어 개신선
진짜 짱맛
값진 소비"
육회한연어-건대점,혼술세트1/1(사이드 추가선택(무국추가)),5,연어짱맛잇어영굿굿굿
육회한연어-건대점,"혼밥세트 4/1(메뉴 선택(불육회초밥6pcs),사이드 추가선택(주먹밥))",2,육회가 냉동이 심해서 화장실 계속계속 다녀요😀😅
육회한연어-건대점,"꼬마 연어회비빔밥/1,육회 물회/1",1,"연어먹다 비린내나도 먹었는데...
배탈나서 이틀동안 디질뻔햇습니다
육회도 냉동이 심해서 시간이 지나도
딱딱함...
똥밟았다 생각하는디..
사실 이런리뷰는 첨인데 
넘 실망이다"
육회한연어-건대점,연어초밥（6pcs）＋육회초밥（6pcs）/1(사이드 추가선택(날치알주먹밥)),5,gooooood 사이드하나가 빠졌지만 잘해결됨
육회한연어-건대점,"혼밥세트5/1(메뉴 선택(연어초밥3pcs,육회초밥3pcs)),카스 500mL/1",5,맛있어요 새벽에도 고생하십니다 잘먹었습니다
육회한연어-건대점,혼술세트7/1,5,먹다가 찍어서 좀 비었네요 ㅎㅎ; 잘먹었습니다~
육회한연어-건대점,"혼술세트6/1,생연어초밥（6pcs）/1",5,2번째시키는건데 너무맛있어용 초밥은 진짜 맛있네요
육회한연어-건대점,"혼밥세트 1/1(메뉴 선택(연어초밥3pcs,육회초밥3pcs))",5,넘넘 맛잇어요 ㅎㅎ
육회한연어-건대점,"연어초밥（6pcs）＋육회초밥（6pcs）/1,날치알주먹밥/1",5,존맛~~~ 리뷰이벤투 김치전도 파셨으면 좋겠어요 맛있어요 ㅋㅋㅋㅋ
육회한연어-건대점,혼술세트6/1(추가선택(김추가)),5,늘기분좋아지고맛있는음식들입니다^^
육회한연어-건대점,육회＋연어/1(사이드 추가선택(무국추가)),5,건대 최고의 맛집입니다. 육회도 연어도 넘 맛나요
육회한연어-건대점,혼술세트1/1,5,육회 너무 먹고싶었는데 맛있게 먹었습니다
육회한연어-건대점,혼밥세트5/1(메뉴 선택(연어초밥6pcs)),5,진짜 최고ㅠㅠㅠㅠㅠㅠ 배달 시키면  맨날 모 먹지 고민하고 하는데 꼭 들어가는 음식점…
육회한연어-건대점,"혼밥세트 1/1(메뉴 선택(연어초밥3pcs,육회초밥3pcs))",5,"배가 너무 고픈상태였는데 뜨거운 메뉴는 안땡겨서 주문넣은~ 허기가 진 상태이기도 했지만 맛있었습니다! 육회초밥 굿"" 서비스 김치전도 잘 먹었습니다!"
