brand,menu,star,review
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(특대)),5,감사합니다 정말 맛있네요~
박가족-장안점,朴家왕족불족（반반）朴家/1(사이즈 선택(대)),5,"배달도 빠르고 굿! 여기서만 시켜먹을거임^-^
자주애용할게요 찜완료 !"
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,맛있게 잘먹었습니다 사진을 깜빡했네요
박가족-장안점,朴家 불족 朴家/1(사이즈 선택(특대)),5,양더 너무 푸짐하고 맛있게 잘 먹었습니다!
박가족-장안점,朴家 불족 朴家/1(사이즈 선택(특대)),5,맛있어요~수고하세요
박가족-장안점,朴家 보쌈朴家/1(사이즈 선택(중)),5,"가성비 정말 좋고
푸짐해요

맛도 좋구요

이제야 제대로된 보쌈 족발집을 찾았네요

양이 많아서 한번에 깔아서 찍기 힘들정도네요"
박가족-장안점,朴家 NEW반반족발보쌈 朴家/1,5,배달도 빠르게 맛있네요
박가족-장안점,"朴家 보쌈朴家/1(사이즈 선택(중)),막국수中 （1~2인）/1",5,배고파서 맛있게먹고 사진을못찍었네요 감사합니다
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(특대)),5,오늘도 맛있는 족발 잘먹었습니다 !!
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,"요청 사항도 잘 들어주시고
맛있게 잘먹었습니다"
박가족-장안점,朴家당일삶은왕족/2(사이즈 선택(특대)),5,잘먹엇습니다~~ 온가족이 맛잇게먹엇어요
박가족-장안점,朴家 마늘보쌈 朴家/1(사이즈 선택(중)),5,"따뜻하게 왔어요!
정말맛있게먹었습니바"
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(특대)),5,부드럽ㄱㅅ 맛있어요
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,"항상 맛있고 최고의 집 ㅎㅎ
족발은 여기서만~!^^"
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,"맛있게먹었어요
족발매니아라서 좋아하는데
딱 짜지도않고 달지도않고 맛있었어요
다음에 또 시킬게요"
박가족-장안점,"朴家당일삶은왕족/1(사이즈 선택(중)),팹시콜라1.25/1",5,진짜 배달분도 너무너무 친절하시고 사장님이랑 통화했는데 너무 친절히 질문에 답해주셨습니다 맛은 진짜 맛있고 족발은 중 을시켰는데도 양이 너무 많아서 남겼습니다..ㅋㅋㅋㅋㅋ 박가족 짱입니다! 😍
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,"첫 주문인데 고기도 야들야들, 냄새도 안나고 맛있었어요~ 칼칼한 청양 넣은 순두부국도 시원하고 맛있네요! 다음번 주문에 다른 메뉴로 주문해봐야겠어요~^^"
박가족-장안점,朴家왕족불족（반반）朴家/1(사이즈 선택(대)),5,"처음 시켜 봤는데 배달도 빠르고 깔끔합니다

단골 될거 같아요"
박가족-장안점,"朴家 보쌈朴家/1(사이즈 선택(중),사이드 추가선택(부추무침))",5,지존 맛있읍니다 행복해여
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,리뷰대로  맛있게먹었습니다
박가족-장안점,朴家 NEW반반족발보쌈 朴家/1,5,"보쌈이 불맛이 좀 나서 더 맛있었어요
양이 많아서 열심히 먹었는데도 남았네요ㅜㅜ
다음에 또 주문할께요-^^"
박가족-장안점,"朴家 불족 朴家/1(사이즈 선택(대),사이드 추가선택(백김치 추가))",5,정말 맛있습니다요 정말 맛있습니다요
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,맛있었습니다 ~~~
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(특대)),5,"ㅎㅎㅎ 정말 양이 엄청나네요
족발은 부드럽구요ㅎ"
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,자주 시켜먹는데 양도 많고 정말 맛있어요
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,사장님도 친절하시고  고기도 부드러워서 맛있었어요^^
박가족-장안점,朴﻿家NEW흑마늘보쌈朴﻿家/1(사이즈 선택(대)),5,흑마늘 맛있네요 ㅎㅎ
박가족-장안점,"朴家 마늘보쌈 朴家/1(사이즈 선택(중)),朴家 마늘보쌈 朴家/1(사이즈 선택(특대))",5,짱짱 맛있어요 뀨웅
박가족-장안점,朴家 불족 朴家/1(사이즈 선택(특대)),5,너무 맛있게 잘 먹었습니다.
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,"와 대박  이가격에  양도 최고  서비스 최고
맛도 최고  맛있습니다  대박  박가족"
박가족-장안점,朴家왕족불족（반반）朴家/1(사이즈 선택(대)),4,"다 좋은데요.. 
너무 매워서 속이 쓰려요ㅠㅠ"
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,맛있어여~~~~~~~~~
박가족-장안점,朴﻿家NEW흑마늘족발朴﻿家/1(사이즈 선택(대)),5,맛있게 잘먹었어요. 흑마늘 소스 맛있어요.👍👍
박가족-장안점,朴家 보쌈朴家/1(사이즈 선택(중)),5,"정말 푸짐하고 맛있었어요
서비스 양도 장난 아니고요
고기도 부드럽고 앞으로 족발 보쌈은
이집 단골하기로 했습니다 ㅎㅎ"
박가족-장안점,朴家 불보쌈 朴家/1(사이즈 선택(중)),5,맛있어요 (⑉°з°)-♡
박가족-장안점,"朴家 NEW반반족발보쌈 朴家/1(사이드 추가선택(막국수 大 추가,참치마요주먹밥（셀프） 추가))",5,밤 늦게 주문했는데도 맛있게 만들어주셔서 감사합니다
박가족-장안점,朴家 마늘보쌈 朴家/1(사이즈 선택(중)),5,아주맛있습니다 또시켜먹어야징~
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,배송도 빠르고 맛있게 잘 먹었습니다
박가족-장안점,朴家왕족불족（반반）朴家/1(사이즈 선택(특대)),5,"정말 양도 많고 맛도 좋아요오옹
다음에 또 시켜먹으려고요>_<"
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(특대)),5,맛있습니다😄😄😄
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,"전에 주문하고 맛있어서 재주문했는데 역시 맛있네요 
서비스 순두부찌개도 얼큰하니 맛있네요"
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,이렇게 푸짐하다니..
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,"쫄깃한 족발엔 잡내가 하나도 안나고 부드러웠어요!
막국수는 야채도 싱싱하고 주먹밥은 밥이 되게 찰져서 맛있더라구요ㅎㅎㅎ
같이 온 순두부국도 고추넣어서 그런지 칼칼새서 족발먹다가 중간에 마시면...크으 쵝오입니다!
한입한입 먹을때마다 와 진짜 맛있당 하면서 잘 먹었습니다.
좋은음식 감사합니다ㅎㅎㅎㅎ🤗😘"
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,"응?
뭐지?
이맛은?
이렇게 맛난 족발은 또 처음이네요😄
다 먹고 리뷰쓰려다 못참고 도중에쓰네요
한점 먹고 눈물이 또르륵..😂
새우젖에 찍어 상추에 족발을 올리고 백김치와 싸서 먹으면 와~~식감이 미쳤어요ㅠㅠㅠㅠ
막국수양념은 직접 만드시나요?
처음 먹어보는 맛인데 그냥 감탄만 나와요ㅎㅎ
빨리 다시 먹으러 가야겠어요🤗
재주문의사100%"
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,"리뷰를보고 첫 주문을 했습니다!
기대반 걱정반이였는데 
리뷰가 좋은이유는 다있는 듯 합니다
족바냄새도 하나도 안나고 쫄깃쫄깃하니 아주 맛있어요~~~^^
사이드도 푸짐하게오고 막국수 새콤달콤하니 맛나용ㅎㅎㅎㅎ
이제 족발은 여기 정착 하겠습니당ㅎㅎ"
박가족-장안점,"朴家당일삶은왕족/1(사이즈 선택(특대),사이드 추가선택(막국수 大 추가)),朴﻿家NEW흑마늘보쌈朴﻿家/1(사이즈 선택(특대))",1,"족발특대 보쌈특대 시켰는데 
양이 그냥 그저 그렇네요
백김치는 무슨 휴지마냥 생겨서 
손도 안댓고요. 막국수는 짜요
족발은 그저 그런데 마늘소스
같이 주신거 찍어 먹으면
맛있어요
그나마 보쌈은 맛있어요

가격대비 완전 별로 입니다."
박가족-장안점,朴家 불족 朴家/1(사이즈 선택(중)),5,좋아요 맛있어요다음또시키겠음니다
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,사장님 센스 뭐죠?ㅋㅋㅋㅋㅋ콜라에 붙혀진 스티커보고 빵 터지고 갑니다 센스짱 사장님 감사해요 ㅋㅋ
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,맛이 굿굿굿!양도 많습니다
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,족발은 물론이고 막국수가 참 맛있습니다
박가족-장안점,"朴家당일삶은왕족/1(사이즈 선택(대),사이드 추가선택(부추무침))",3,"잘먹엇습니다 번창하세요 
주먹밥이 살짝아쉽내요!"
박가족-장안점,朴家 보쌈朴家/1(사이즈 선택(중)),5,진짜 죽이는 퀄리티랑 양이다 ㄷ ㄷ 조만간 또 먹는다 ㄷ ㄷ
박가족-장안점,"朴家당일삶은왕족/1(사이즈 선택(중)),소주/1",5,음식 잘 받아서 맛있게 잘 먹고 있습니다~^^
박가족-장안점,朴家 보쌈朴家/1(사이즈 선택(중)),5,양도 푸짐하고 맛있게 먹었습니다 배달도 바로 오고 순두부도 맛있고 고기냄새도 안나고 특히 보쌈 김치 맛있습니다 상추에 막국수랑 보쌈 김치 얹어서 싸먹었는데 입안에서 조화가 터집니다 보쌈 너무 먹고싶어서 고민하다 시켰는데 고민한 시간이 아깝습니다 리뷰쓰는데 배가 고파지네요
박가족-장안점,朴家왕족불족（반반）朴家/1(사이즈 선택(대)),5,배달 조금 늦었지만 맛있게 잘 먹었습니다~
박가족-장안점,"朴家당일삶은왕족/1(사이즈 선택(특대),사이드 추가선택(보쌈김치 추가))",5,맛있게 잘 먹었습니다
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,단점을찾을수가없네요 족발도그렇고서비스로주신것까지 너무만족스럽습니다 잘먹엇습니다~~~
박가족-장안점,朴家 보쌈朴家/1(사이즈 선택(중)),5,오늘은 많이 식어서왔네요..그래도 데워서 먹으니 괜찮네요
박가족-장안점,"朴家당일삶은왕족/1(사이즈 선택(특대),사이드 추가선택(백김치 추가))",5,양도 많고 맛도 좋고 서비스도 있고 배달도 빠르고 가격도 저렴하고 아주 좋습니다~!!
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,양도 진짜 많고 너무 맛있어요..꼭 드세요 진짜 아니 왜 내가 여기를 이제야
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,맛있게잘먹었습니다!
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,"먹기바빠 사진못찍어습니다ㅠ
양도 엄청 많고 서비스에. 대박
박가네 푹빠짐 맛 양 서비스 배달  강추
맛있게 잘먹었습니다 대박나세요"
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,"가성비 짱
양이 어마어마합니다
사진을 너무 못 찍었네요ㅜ"
박가족-장안점,朴家 NEW반반족발보쌈 朴家/1,5,맛있게 잘 먹었습니다 ㅎㅎ
박가족-장안점,"朴﻿家NEW흑마늘족발朴﻿家/1(사이즈 선택(특대),사이드 추가선택(막국수 中 추가))",5,흑마늘소스 넘 맛있게  잘먹었습니다.
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,와 진짜 너무 푸짐하고 맛있어요
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,맛있습니다 곧 또 시켜먹을꺼 같네요
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,"구성이 엄청납니다.. 엄청 배부르게 잘 먹어써요.
근데 뼈 없이 달라고하면 그렇게 주시나욘? 
담엔 뼈 없이 시켜보고 싶 ㅠㅠ"
박가족-장안점,"朴家 NEW반반족발보쌈 朴家/1(사이드 추가선택(계란찜 추가,참치마요주먹밥（셀프） 추가))",5,배달해주시는분이 너무너무너무 친절하셨어요 너무 맛있고 양도 많습니다!! 앞으로 많이 시켜먹을게요!!
박가족-장안점,朴家 NEW반반족발보쌈 朴家/1(사이드 추가선택(야채세트（상추.마늘.고추） 추가)),5,잘 먹었습니당 ㅠㅠ
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(특대)),5,배달도 제시간에 오고 맛있었습니다 고맙습니당
박가족-장안점,"朴家 보쌈朴家/1(사이즈 선택(대),사이드 추가선택(계란찜 추가))",5,양이 끝내줍니다. 배터지게 먹었어요
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,진짜 맛있어여ㅠㅠ
박가족-장안점,朴家 NEW반반족발보쌈 朴家/1,5,사진으로 보이는것보다 고기가 두껍고 꽉차있어서 많구요 담백하니 냄새도 안나고 부드럽고 맛있었어요 서비스도 풍성해서 너무 좋았어요
박가족-장안점,朴家왕족불족（반반）朴家/1(사이즈 선택(대)),5,진짜 양 많고 기대 이상으로 맛있어요 서비스도 최고!! 앞으로도 자주 시켜 먹어야겠네요~^^
박가족-장안점,朴家 불족 朴家/1(사이즈 선택(중)),5,대박 양도 엄청 많고 너무 맛있어요 쨩쨩
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,양도 적당하고 너무 맛있어요^^
박가족-장안점,"朴家 불보쌈 朴家/1(사이즈 선택(중)),계란찜/1",5,"일주일만에 다시 시켰어요ㅠㅠㅠㅠㅠ배달이 너무 늦게와서 속상했지만 .. 먹자마자 그 마음이 다 녹았네요...
불보쌈 안드신분들.. 제발 불보쌈 드세요   ㅠㅠㅠㅠㅠ너무맛있어요"
박가족-장안점,朴家 족보 세트/1(사이즈 선택(족발（앞다리）＋보쌈（500그램）)),4,매번 족발은 여기서먹는데 오늘은 넘 실망이예요...족발도 다른때보다 퍽퍽하고 한시간도 넘게....안오고..많이속상하네요
박가족-장안점,朴家왕족불족（반반）朴家/1(사이즈 선택(특대)),5,처음 주문해봤는데 깔끔하고 맛있네요ㅎㅎ잘먹었습니다.
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,역시맛있어여~~~~~
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),2,예정 시간 보다 30분이나 늑
박가족-장안점,朴家왕족불족（반반）朴家/1(사이즈 선택(특대)),5,요청사항 잘 반영해주시고 족발이랑 특히 막국수 여기만큼 맛있는 곳이 없는 것 같아요 족발은 여기서만 먹습니다. 잘 먹었습니다~~~
박가족-장안점,"朴家왕족불족（반반）朴家/1(사이즈 선택(특대),사이드 추가선택(계란찜 추가,보쌈김치 추가))",5,맛있게 잘 먹었습니다.
박가족-장안점,朴家 보쌈朴家/1(사이즈 선택(대)),5,새우젓만 안 터졌다면 더 완벽했을텐데! 하지만 보쌈은 아주 맛있었습니다👍
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,맛있게 잘 먹었습니다
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,맛잇게 잘 먹었습니다~ 양도 생각보다 많구 리뷰서비스도 2가지나 챙겨주셔서 잘 먹었습니당 ㅋㅋ 배달도 빨라서 좋았어요~
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,배달도 빠르고 너무 맛있어요!
박가족-장안점,"朴家왕족불족（반반）朴家/1(사이즈 선택(대)),마늘소스/1",5,"오랜만에 시켰는데 여전히 맛도 좋고 양도 엄청 많아요

담에 또 족발 생각나면 시킬게요"
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(특대)),5,너무 잘먹었어요ㅎㅎ리뷰 이벤트도 하면 소스랑 주먹밥도 줘서 좋네용
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,양도많고 맛있네요 리뷰감사합니다
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,"퇴근하고 집에서 먹을려고 포장을 못뜯고찍었네요
자주 시켜먹을만큼 맛있습니다"
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(중)),5,"배달도 빠르고, 맛있었습니다. 서비스가 많아 정말 푸짐하게 먹었습니다"
박가족-장안점,朴﻿家NEW흑마늘족발朴﻿家/1(사이즈 선택(중)),5,태어나서 시켜본 족ㅈ발중 가격대비 가장 푸짐 구성 훌룡
박가족-장안점,"朴家당일삶은왕족/1(사이즈 선택(대),사이드 추가선택(공기밥 추가,야채세트（상추.마늘.고추） 추가))",5,와 대박대박대박대박대박 사장님 감사합니다!! 마늘 헤헤헤헤헤헤헤헤헤헤헤헤헤헤헤헤헤
박가족-장안점,"朴家왕족불족（반반）朴家/1(사이즈 선택(대),사이드 추가선택(막국수 中 추가))",5,"맛있습니다.
고기도 맛국수도 순두부도 
짱~ 맛나요."
박가족-장안점,"朴家 불보쌈 朴家/1(사이즈 선택(중),사이드 추가선택(계란찜 추가)),보쌈고기추가（180그램） 보쌈김치（포함） /1",5,진짜 모든음식이 맛있었어요 앞으로 여기서만 시킬것같아요
박가족-장안점,朴家왕족불족（반반）朴家/1(사이즈 선택(대)),5,"족발 시켜먹을 때마다 이곳에서 시켜먹어요…
야들야들 넘 맛있고 양도 혜자입니당"
박가족-장안점,朴家 불족 朴家/1(사이즈 선택(중)),5,솔직하게 맛나고 가성비 갑입니다
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,돼지잡냄새도 없고 맛도 좋고 양도 많고 이가격에 이렇게 푸짐하게 먹어본게 오랜만이네요 ^^
박가족-장안점,朴家왕족불족（반반）朴家/1(사이즈 선택(대)),5,항상 족발먹을때마다 찾는곳입니당! 가격도 착하고 푸짐해서 너모좋아요. 불족은 처음시켜보는데 고추장맛이 강하고 맵지않아서 아쉬웠어요ㅠ 든든하게 잘먹었습니당!
박가족-장안점,朴﻿家NEW흑마늘보쌈朴﻿家/1(사이즈 선택(중)),5,맛있어여~~~~~~~~~~~~
박가족-장안점,朴家 NEW반반족발보쌈 朴家/1,5,맛있게 잘 먹었습니다!
박가족-장안점,"朴家당일삶은왕족/1(사이즈 선택(중),사이드 추가선택(계란찜 추가))",5,많은 족발집중에 여기가 제일 맛있고 양도 제일 많습니다! 재구매의사 있어요
박가족-장안점,朴﻿家NEW흑마늘보쌈朴﻿家/1(사이즈 선택(중)),5,배달빠르고 음식깔끔하고 맛있습니다
박가족-장안점,朴家 NEW반반족발보쌈 朴家/1,5,"배달이 예상시간보다 늦었지만 족발 보쌈 맛있게 잘먹었습니다.
순두부국은 저만 그런지 별로내요.
순두부가 아깝단생각이 들었습니다.
하지만 그거빼고 다 좋았어요.
잘먹었습니다.🤩"
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(특대)),5,전화와 동시에 배달이 와서 민망했네요ㅎㅎ;; 괜히 예상시간보다 배달 좀 늦었다고 전화해서 민폐끼친 건 아닌지 모르겠어요.. 죄송합니다. 그래도 잘 받았습니다ㅎㅎ 배달원분께서도 사정 설명 잘 해주셔서 감사했습니다^^
박가족-장안점,"朴家당일삶은왕족/1(사이즈 선택(중),사이드 추가선택(참치마요주먹밥（셀프） 추가))",5,배달도 빠르고 맛있네요
박가족-장안점,"朴家당일삶은왕족/1(사이즈 선택(대),사이드 추가선택(계란찜 추가))",5,맛있게 먹었습니다. 다음에 또..
첼리와비올라,"돼지김치덮밥/1(추가 선택(곱배기 추가,순두부찌개))",5,아니 돼지고기 넘많아욧 너무 행복해..
첼리와비올라,"쇠고기볶음밥/1,콜라/1",5,맛있고배달빠르네요-
첼리와비올라,제육덮밥/1(추가 선택(공기밥 추가)),5,"자주먹는데, 맛있어서 좋음"
첼리와비올라,A정식（양많음）/1,4,이건 진짜 상상을 초월하는 양이네요 다 못 먹습니다 진짜...
첼리와비올라,왕모듬까스（양많음）/1,5,맛있게 잘먹었습니다
첼리와비올라,A정식（양많음）/1,5,정말 양 많고 맛있습니다. 최고의 가성비집.
첼리와비올라,A정식（양많음）/1,5,양이 진짜 장난아니네요 둘이서도 먹기 힘들정도 잘먹었습니다.
첼리와비올라,"함박스테이크/1(소스 추가(일반소스),추가 선택(미니우동 추가)),C정식（양많음）/1(소스 추가(일반소스),추가 선택(미니우동추가)),해물김치볶음밥/1",5,양도 많고 잘먹었습니다
첼리와비올라,돼지김치덮밥/1(추가 선택(곱배기 추가)),5,"잘 먹었습니다.
항상 좋아요."
첼리와비올라,왕모듬까스（양많음）/1(소스 추가(양식소스)),5,배달빠르고 양이 진짜 많네요 잘먹었습니다.
첼리와비올라,B정식（양많음）/1,5,양이너무많아서 좋지만 결국쪼금은남기게되지만 너무 만족합니다 맛도좋구요 반찬도 많구
첼리와비올라,돈까스스파게티/1,5,가끔 시켜먹씁니다.
첼리와비올라,갈비덮밥/1(추가 선택(곱배기 추가)),5,진심으로 언제나 맛있는 음식 해주셔서 감사합니다.
첼리와비올라,왕모듬까스（양많음）/1,5,"항상 잘 먹고 있습니다.
양 푸짐하고 맛 좋고 배달 빠르고
아주 좋아요. 굿 굿 굿"
첼리와비올라,왕모듬까스（양많음）/1(추가 선택(곱배기 추가)),5,맛있게 잘먹었습니다~~~
첼리와비올라,A정식（양많음）/1(추가 선택(순두부찌개)),5,"양도 많고 하나하나 맛있었어요! 
특히 탕수육 고기를 돋까스 고기 쓰셔서 그런가 식감도 너무 좋고 먹는 맛이 좋았습니다 ㅠㅠ
하나 제안 드리고 싶은 부분은 세트메뉴 선택시 볶음밥과 흰밥 중 택1을 할 수 있으면 어떨까 싶더라고요! 오늘은 흰밥이 조금 더 땡겨서, 소비자 입장에서 좋은 선택지일 것 같습니다!"
첼리와비올라,미트볼스파게티/1(추가선택(돈까스 추가)),5,처음 시켜보는데 양은 상당히 많아요 다만 음식의 디테일은 확실히 떨어지는곳같아요 맛은 그냥 보통입니다 자취생이나 학생들이 가격에 비해 많이 먹기 좋을듯하네요
첼리와비올라,A정식（양많음）/1(추가 선택(된장찌개)),5,매주 1-2번씩 시켜먹어요 ㅎㅎ 맛있습니다
첼리와비올라,설렁탕（추천）/1(추가 선택(함박카츠)),5,음  맛도  양도  만족스렁  뇸뇸뇸
첼리와비올라,왕모듬까스（양많음）/1,5,명불허전... 감사히 잘 먹었니다. 자주 뵐게요.
첼리와비올라,왕모듬까스（양많음）/1,4,"양은 많인한데 포장에 더 신경쓰셔야 될거 같아요
음식물이 새서 포장 뜯는데 손에 다 묻고 난리도 아니였어요
음식 맛은 대체적으로 평이한데 생선까스는 좀 생각 해 보셔야 될거 같아요.가시가 너무 많아 발라먹는 수준
소스는 제 스타일이 아니네요"
첼리와비올라,"B정식（양많음）/1,돼지김치덮밥/1",5,아니... 보통 돼지김치면 김치많고 돼지 조금인데 왜 반대죠... ㅋㅋㅋㅋ 밥한숟갈마다 고기 한점씩 먹어도 돼지가 남는 마법이.. 진짜 맛있게 잘 먹었습니다.
첼리와비올라,"왕모듬까스（양많음）/1(소스 추가(카레소스)),A정식（양많음）/1,닭강정（매운맛） /1,해물김치오므라이스/1,비빔냉면/1",5,"와 왕모듬까스도 진짜 먹고 죽어라! 하는 정도의 양이네요,,, 배불러 죽는줄

너무 맛있게 잘 먹었습니다"
첼리와비올라,"돼지김치덮밥/1,닭볶음덮밥（추천!）/1",5,"뭐 하면서 목느라 사진을 못찍었네요 ㅠ

제육으로 메뉴가 잘못와서 연락드렸는데 몇분만에 오셔서 메뉴 교환해주셨습니다. 뜨거워서 입에 바로 못넣을 정도로 뜨거웠어요 ㄷㄷ 칼같은 배달 너무 감사합니다."
첼리와비올라,"B정식（양많음）/1,미트볼스파게티/1,순살양념치킨/1,카레덮밥/1(추가 선택(곱배기 추가))",5,오늘도 배불리 잘 먹었습니다 감사합니다
첼리와비올라,고구마치즈까스（치즈양많음）/1,5,"와 분명 돈까스시켯는데 ㅋㅋㅋ너무 잘주셔서 감사합니다 꼭 다시 시켜먹을듯
맛은 사진으로 설명합니다 댕맛잇음"
첼리와비올라,A정식（양많음）/1,5,양많고 맛있습니다~~ 가성비최고~~
첼리와비올라,왕모듬까스（양많음）/1,5,"오늘도 푸짐하게 잘 먹었습니다.
꺼~~~~억
항상 좋네요.
굿 굿 굿"
첼리와비올라,"뼈다귀해장국（추천）/1,콜라/1",5,맛있게 잘먹었습니다
첼리와비올라,왕모듬까스（양많음）/1,4,리뷰이벤트 콜라가 안옴;
첼리와비올라,왕모듬까스（양많음）/1,5,양 정말 많네요...ㅋㅋㅋ맛있어요!!! 강추
첼리와비올라,"설렁탕（추천）/1(추가 선택(돈까스 추가)),콜라/1",5,너무 맛있게 잘 먹었습니다
첼리와비올라,"카레치킨까스/1(추가 선택(곱배기 추가)),육개장（추천）/1",5,이런 양많고 맛좋은 맛집이 많아져야된다고 생각합니당
첼리와비올라,"왕모듬까스（양많음）/1,베이컨볶음밥/1",5,배달빠르고 양많습니다
첼리와비올라,제육덮밥/1(추가 선택(공기밥 추가)),5,맛나고 빨리와서좋음
첼리와비올라,고구마치즈까스（치즈양많음）/1,5,"두번째 주문 !
오늘도 감사히 따뜻한 식사 잘 먹었습니다. 
돈까스가 역시 누린맛 없이 깔끔하고 한조각이 매우 두꺼워요. 
돈까스 소스가 정성스런 수제같은데
제가 먹을 수 없는 과일의 향이나서 ㅠ 
아쉬웠답니다.
담에는 따로 다른소스를 시켜야겠어요. 
번창하세요!"
첼리와비올라,A정식（양많음）/1(추가 선택(순두부찌개)),5,주말마다 먹습니다~~ 맛있어요~~
첼리와비올라,고구마치즈까스（치즈양많음）/1,5,"크으 역시 믿고 먹는 첼리와비올라-!! 생선까스랑 고치돈 진짜진짜 맛있어요😍😍 두툼한 고기, 치즈, 고구마 조합에 첼비만큼 맛있게 하는 곳 못봤어요 첼비가 짱입니다-!!😄😄👍👍👍👍👍 감사히 맛있게 잘 먹고 또 주문하겠습니당 ㅎㅎ 😍😍"
첼리와비올라,왕모듬까스（양많음）/1,5,"사진 한장에 다 담을수 없는 푸짐함
맛도 좋네요 생선 잘 안 먹는데 생선까스
가 특히 맛있네요 여기 덕분에 생선도 먹게 됐어요 번창 하세요"
첼리와비올라,왕모듬까스（양많음）/1(추가 선택(순두부찌개)),5,양 진짜 많아여 맛은 전ㅊ적으로  다짜서 ㅠ 머리카락 나와서 다신 안시켜먹을거같아여
첼리와비올라,왕모듬까스（양많음）/1,5,"이번에도 정말 맛있게 먹었습니다.
감사합니다. 건강하시고 행복하세요."
첼리와비올라,왕모듬까스（양많음）/1,5,"항상 감사합니다.
배달도 빠르고 맛도 좋고 
푸짐한 양까지 아주 좋네요.
잘 먹었습니다."
첼리와비올라,"함박카츠（,추천）/1,설렁탕（추천）/1",5,오늘도 양도많고 맛있었습니다.
첼리와비올라,왕모듬까스（양많음）/1,4,"일단 양은 정말 많고요
전체적으로 푸짐합니다
근데 반찬으로 온 제육볶음은 너무 짜네요.."
첼리와비올라,A정식（양많음）/1,5,"양하나는 정말 푸짐해요 2인분 이상정도
돈가스는 맛있는데 나머지것들은 그냥 쏘쏘해요
계란말이에서 조리하다 들어간듯한 모기나왔어요...
전화할까 하다가 그냥 안먹고 버렸어요..
요즘 가을모기가 흐느적흐느적 극성인데 조리하실때 조금만 주의해주셔요."
첼리와비올라,제육덮밥/1(추가 선택(곱배기 추가)),5,"라이더님 안전하게 천천히 와주셔도 된다고 했는데, 무척 빨리 와주셔서 감사했습니다.
그리고 음식들도 너무너무 맛있었어요.
양도 많아서 배부르게 맛있게 먹었습니다. 
코로나 조심하셔서 건강하시고, 좋은 하루하루가 되시길 바랍니다."
첼리와비올라,A정식（양많음）/1,5,다 먹을 수 있을 거라 생각한 제가 오만했습니다 😂
첼리와비올라,양식돈까스/1(추가 선택(미니우동 추가)),5,늦은 시간에 먹기 가성비 좋습니다
